Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
regulation of smooth muscle contraction (GO:0006940),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,CTTN
fatty acid transport (GO:0015908),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,GOT2
granulocyte differentiation (GO:0030851),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,CDK4
mesoderm formation (GO:0001707),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,ITGB1
myeloid cell development (GO:0061515),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,APP
negative regulation of dephosphorylation (GO:0035305),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,YWHAB
nucleobase-containing compound biosynthetic process (GO:0034654),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,ADK
positive regulation of cyclin-dependent protein kinase activity (GO:1904031),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,HSP90AB1
positive regulation of dendrite morphogenesis (GO:0050775),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,CAPRIN1
positive regulation of embryonic development (GO:0040019),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,CFL1
positive regulation of epidermal cell differentiation (GO:0045606),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,NME2
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,CDK4
positive regulation of heart contraction (GO:0045823),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,ATP2A2
positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,LAMP1
positive regulation of nitrogen compound metabolic process (GO:0051173),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,APP
positive regulation of protein processing (GO:0010954),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,ENO1
post-transcriptional gene silencing by RNA (GO:0035194),20-Jan,0.498988622,0.665858772,0,0,1.498369818,1.04162472,EIF6
regulation of interferon-beta production (GO:0032648),2/49,0.499209186,0.665858772,0,0,1.211477419,0.84164978,HSP90AA1;DDX3X
regulation of smooth muscle cell proliferation (GO:0048660),2/49,0.499209186,0.665858772,0,0,1.211477419,0.84164978,CTNNB1;PHB
regulation of stress-activated MAPK cascade (GO:0032872),2/49,0.499209186,0.665858772,0,0,1.211477419,0.84164978,GSTP1;PPIA
RNA catabolic process (GO:0006401),2/49,0.499209186,0.665858772,0,0,1.211477419,0.84164978,RNH1;SND1
negative regulation of catabolic process (GO:0009895),2/49,0.499209186,0.665858772,0,0,1.211477419,0.84164978,SNX3;PHB
regulation of ion transport (GO:0043269),3/79,0.505187858,0.673500693,0,0,1.123773746,0.767340722,NEDD4;ATP1A1;RAB11B
positive regulation of multicellular organismal process (GO:0051240),12/345,0.507327871,0.676020019,0,0,1.025865446,0.696150031,ACADL;CFL1;NME2;GNAS;CTNNB1;ENO1;MIF;HADH;PPIB;GAPDH;RTN4;SOD1
regulation of cellular component movement (GO:0051270),2/50,0.509985314,0.677958828,0,0,1.18617676,0.798739819,ACTN4;RHOA
regulation of complement activation (GO:0030449),2/50,0.509985314,0.677958828,0,0,1.18617676,0.798739819,PHB;PHB2
negative regulation of ERK1 and ERK2 cascade (GO:0070373),2/50,0.509985314,0.677958828,0,0,1.18617676,0.798739819,GSTP1;PHB
organic hydroxy compound biosynthetic process (GO:1901617),2/50,0.509985314,0.677958828,0,0,1.18617676,0.798739819,SCP2;PARK7
negative regulation of cellular response to growth factor stimulus (GO:0090288),3/80,0.513642811,0.677958828,0,0,1.109121648,0.738926981,PDCD6;NEDD4;UBE2D3
positive regulation of cell adhesion (GO:0045785),3/80,0.513642811,0.677958828,0,0,1.109121648,0.738926981,TPM1;RAC1;P4HB
acetylcholine receptor signaling pathway (GO:0095500),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,GNB1
actin filament-based transport (GO:0099515),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,ACTN4
actin nucleation (GO:0045010),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,ARPC1A
regulation of anoikis (GO:2000209),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,ITGB1
calcium-mediated signaling using intracellular calcium source (GO:0035584),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,BCAP31
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,GSK3B
focal adhesion assembly (GO:0048041),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,CTTN
regulation of transcription by RNA polymerase III (GO:0006359),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,PRDX5
histone ubiquitination (GO:0016574),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,UBE2N
innate immune response in mucosa (GO:0002227),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,RPL39
rRNA modification (GO:0000154),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,NOP10
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,RPS27L
linoleic acid metabolic process (GO:0043651),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,GSTP1
melanosome localization (GO:0032400),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,RAB11B
vacuolar acidification (GO:0007035),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,ATP6AP2
negative regulation of reproductive process (GO:2000242),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,CALR
poly(A)+ mRNA export from nucleus (GO:0016973),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,ENY2
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,RPS3
positive regulation of glycolytic process (GO:0045821),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,APP
positive regulation of purine nucleotide metabolic process (GO:1900544),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,APP
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,ATF4
positive regulation of transcription regulatory region DNA binding (GO:2000679),21-Jan,0.516014945,0.677958828,0,0,1.423377581,0.941734435,PARK7
regulation of protein kinase activity (GO:0045859),4/110,0.516061959,0.677958828,0,0,1.074213836,0.710623009,GSTP1;PARK7;PPIA;SOD1
regulation of interleukin-12 production (GO:0032655),2/51,0.520608213,0.683266658,0,0,1.161908781,0.758444684,HMGB1;HSPD1
negative regulation of transport (GO:0051051),2/51,0.520608213,0.683266658,0,0,1.161908781,0.758444684,SNX3;NDFIP1
regulation of interleukin-8 production (GO:0032677),3/81,0.522020276,0.684454741,0,0,1.094845244,0.711702889,ANXA4;HMGB1;PARK7
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),3/81,0.522020276,0.684454741,0,0,1.094845244,0.711702889,APP;HMGB1;MIF
regulation of cell population proliferation (GO:0042127),26/764,0.523898777,0.686584471,0,0,1.002581373,0.648125534,APP;CTBP1;HP1BP3;PHB;TOB1;RPS4X;TBRG1;FTH1;LMNA;SSR1;ROMO1;S100A11;RPS9;NPM1;RPL23;CNBP;RPS6;SOD2;RHOA;NME1;CDK4;DNAJA2;CSNK2B;CTNNB1;CALR;SLC25A5
positive regulation of cellular catabolic process (GO:0031331),5/141,0.524338203,0.686827102,0,0,1.046484989,0.675629941,APP;GSK3B;TMEM59;HSP90AA1;HMGB1
Ras protein signal transduction (GO:0007265),5/142,0.530629867,0.689445747,0,0,1.038792263,0.65827284,CFL1;GNB1;PARK7;RAC1;RHOA
plasma membrane bounded cell projection morphogenesis (GO:0120039),2/52,0.531075855,0.689445747,0,0,1.138611521,0.720570773,CTTN;UBB
protein homotetramerization (GO:0051289),2/52,0.531075855,0.689445747,0,0,1.138611521,0.720570773,ALDOA;SOD2
cellular response to osmotic stress (GO:0071470),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,DDX3X
regulation of macrophage chemotaxis (GO:0010758),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,MIF
fatty-acyl-CoA metabolic process (GO:0035337),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,SLC25A1
female gonad development (GO:0008585),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,SOD1
regulation of vacuole organization (GO:0044088),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,ENO1
heme biosynthetic process (GO:0006783),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,PGRMC1
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)",22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,RPS21
membrane lipid metabolic process (GO:0006643),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,TECR
microglial cell activation (GO:0001774),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,APP
mitochondrial calcium ion homeostasis (GO:0051560),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,BCAP31
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,NEDD4
negative regulation of lipid biosynthetic process (GO:0051055),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,ACADL
negative regulation of myeloid cell differentiation (GO:0045638),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,HSPA9
negative regulation of phosphate metabolic process (GO:0045936),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,DYNLL1
osteoclast differentiation (GO:0030316),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,GLO1
peptidyl-threonine dephosphorylation (GO:0035970),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,PPP2CA
positive regulation of dendritic spine development (GO:0060999),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,CAPRIN1
positive regulation of granulocyte chemotaxis (GO:0071624),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,RAC1
positive regulation of neural precursor cell proliferation (GO:2000179),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,CTNNB1
positive regulation of neutrophil migration (GO:1902624),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,RAC1
positive regulation of translational initiation (GO:0045948),22-Jan,0.532463469,0.689445747,0,0,1.355527462,0.854308965,DDX3X
neuron development (GO:0048666),5/143,0.536884163,0.694836668,0,0,1.031211027,0.641385332,APP;GSK3B;VAPA;NEDD4;HMGB1
glycoprotein biosynthetic process (GO:0009101),3/83,0.538535148,0.696306096,0,0,1.067363166,0.660593747,GOLPH3;DAD1;DDOST
peptide metabolic process (GO:0006518),3/83,0.538535148,0.696306096,0,0,1.067363166,0.660593747,SPCS1;GSTP1;SOD1
"negative regulation of transcription, DNA-templated (GO:0045892)",32/948,0.53988634,0.697719141,0,0,0.993770375,0.612556722,NDUFA13;DDX5;SET;RPL10;CTBP1;TCF25;UBE2D3;HNRNPU;ENO1;PHB;HMGB1;PHB2;RPS14;PRDX5;SUMO1;UBB;YWHAQ;UBC;RPS27A;HSPA8;HSBP1;RPL23;CNBP;PA2G4;DRAP1;DAP;CTNNB1;HDGF;CALR;UBA52;PFDN5;ATF4
positive regulation of macroautophagy (GO:0016239),2/53,0.541386526,0.699323294,0,0,1.11622788,0.684941748,VDAC1;SLC25A5
positive regulation of macromolecule metabolic process (GO:0010604),13/384,0.543987087,0.702346616,0,0,0.99702128,0.607016237,APP;RPL5;CD63;GSK3B;DDX3X;RPS7;RPL23;RPL11;PARK7;PHB;ACTG1;RPS3;ATF4
activation of protein kinase activity (GO:0032147),4/114,0.544310294,0.702428143,0,0,1.034936027,0.629485144,PARK7;PHB;PHB2;PPIA
"DNA catabolic process, endonucleolytic (GO:0000737)",23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,HMGB1
glucose 6-phosphate metabolic process (GO:0051156),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,TKT
vesicle transport along microtubule (GO:0047496),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,KIF5B
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,YWHAB
negative regulation of GTPase activity (GO:0034260),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,TMED2
negative regulation of reactive oxygen species metabolic process (GO:2000378),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,PARK7
negative regulation of smoothened signaling pathway (GO:0045879),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,VCP
positive regulation of interleukin-17 production (GO:0032740),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,PHB
positive regulation of JUN kinase activity (GO:0043507),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,RPS3
positive regulation of natural killer cell mediated immunity (GO:0002717),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,LAMP1
positive regulation of receptor internalization (GO:0002092),23-Jan,0.548353773,0.70394655,0,0,1.293845535,0.777387202,CD63
negative regulation of transcription by RNA polymerase II (GO:0000122),23/684,0.549488081,0.705067604,0,0,0.98976975,0.592642648,DDX5;RPL10;CTBP1;TCF25;HSBP1;RPL23;CNBP;UBE2D3;HNRNPU;ENO1;PHB;HMGB1;DRAP1;RPS14;SUMO1;UBB;NEDD4;UBC;HDGF;CALR;RPS27A;UBA52;ATF4
cellular amide metabolic process (GO:0043603),4/115,0.551238856,0.706356716,0,0,1.025558892,0.610809615,PPP2CA;PPP2R1A;DBI;ATF4
regulation of cell cycle (GO:0051726),10/296,0.551429347,0.706356716,0,0,0.994857161,0.592180328,TBRG1;HSP90AB1;CTBP1;CDK4;RPL23;HNRNPU;MIF;CALR;SND1;EIF4G2
striated muscle contraction (GO:0006941),2/54,0.551538806,0.706356716,0,0,1.094705147,0.651396721,TPM1;ALDOA
positive regulation of leukocyte chemotaxis (GO:0002690),2/54,0.551538806,0.706356716,0,0,1.094705147,0.651396721,HMGB1;CALR
regulation of blood vessel endothelial cell migration (GO:0043535),2/55,0.561531551,0.712812077,0,0,1.073994593,0.619788657,CSNK2B;HMGB1
regulation of cardiac conduction (GO:1903779),2/55,0.561531551,0.712812077,0,0,1.073994593,0.619788657,ATP2A2;ATP1A1
ceramide metabolic process (GO:0006672),2/55,0.561531551,0.712812077,0,0,1.073994593,0.619788657,PPP2CA;PPP2R1A
regulation of Ras protein signal transduction (GO:0046578),3/86,0.562682247,0.712812077,0,0,1.028623369,0.591499791,LRRC59;SQSTM1;GABARAP
glucose homeostasis (GO:0042593),3/86,0.562682247,0.712812077,0,0,1.028623369,0.591499791,RPS6;NUCKS1;PARK7
apoptotic nuclear changes (GO:0030262),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,HMGB1
regulation of cardiac muscle hypertrophy (GO:0010611),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,GLRX3
C21-steroid hormone metabolic process (GO:0008207),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,FDX1
defense response to fungus (GO:0050832),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,GAPDH
DNA packaging (GO:0006323),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,BANF1
establishment of mitotic spindle orientation (GO:0000132),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,ITGB1
response to gamma radiation (GO:0010332),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,RPL26
histone monoubiquitination (GO:0010390),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,DDB1
sulfur amino acid metabolic process (GO:0000096),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,TXN2
"wound healing, spreading of cells (GO:0044319)",24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,RHOA
ncRNA 3'-end processing (GO:0043628),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,SSB
negative regulation of NIK/NF-kappaB signaling (GO:1901223),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,DDX3X
negative regulation of synaptic transmission (GO:0050805),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,ARF1
neuromuscular junction development (GO:0007528),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,NEDD4
peptidyl-glutamic acid modification (GO:0018200),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,VKORC1
phospholipid catabolic process (GO:0009395),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,PRDX6
porphyrin-containing compound biosynthetic process (GO:0006779),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,PGRMC1
positive regulation of carbohydrate metabolic process (GO:0045913),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,APP
positive regulation of cell-substrate junction organization (GO:0150117),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,RAC1
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,HSP90AB1
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,HSP90AB1
potassium ion homeostasis (GO:0055075),24-Jan,0.563704775,0.712812077,0,0,1.237527254,0.709381082,ATP1A1
positive regulation of cell projection organization (GO:0031346),4/117,0.56492713,0.714023481,0,0,1.007302524,0.575228697,SNX3;CAPRIN1;TWF1;RHOA
regulation of gene expression (GO:0010468),36/1079,0.56843207,0.718117409,0,0,0.981151094,0.554226216,RPL5;APP;GSK3B;DDX3X;MAGED1;RPL11;HP1BP3;PARK7;PHB;YBX1;TOB1;RPL6;UBE2L3;ACTG1;PPP2CA;HINT1;PPP2R1A;PCBP1;TRA2B;RPS3;MBNL2;NDFIP1;RPS7;RPL23;CNBP;CNPY2;EDF1;MIF;HNRNPAB;MLF2;DRAP1;HNRNPK;CDK4;CALR;PFDN5;ATF4
tight junction assembly (GO:0120192),2/56,0.571363879,0.721483794,0,0,1.054051097,0.589982973,PDCD6IP;ACTG1
positive regulation of neuron projection development (GO:0010976),3/88,0.578346881,0.725114787,0,0,1.004316046,0.549944836,SNX3;CAPRIN1;TWF1
regulation of calcium ion import (GO:0090279),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,CTNNB1
cellular response to hexose stimulus (GO:0071331),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,TRA2B
"chemical synaptic transmission, postsynaptic (GO:0099565)",25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,GSK3B
regulation of neutrophil chemotaxis (GO:0090022),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,RAC1
regulation of protein processing (GO:0070613),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,TMEM59
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,UBB
fat-soluble vitamin metabolic process (GO:0006775),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,VKORC1
sodium ion homeostasis (GO:0055078),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,ATP1A1
negative regulation of actin filament polymerization (GO:0030837),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,TWF1
negative regulation of endocytosis (GO:0045806),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,RAC1
negative regulation of ion transport (GO:0043271),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,NEDD4
"positive regulation of DNA-templated transcription, elongation (GO:0032786)",25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,ALYREF
positive regulation of ERBB signaling pathway (GO:1901186),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,RTN4
positive regulation of release of cytochrome c from mitochondria (GO:0090200),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,FAM162A
positive regulation of vascular endothelial growth factor production (GO:0010575),25-Jan,0.578534752,0.725114787,0,0,1.185902163,0.648992858,ATF4
brain development (GO:0007420),5/150,0.579534781,0.726031282,0,0,0.981070296,0.535202884,UFM1;NDUFS4;UFC1;RAB18;IER3IP1
arachidonic acid metabolic process (GO:0019369),2/57,0.581035148,0.726899461,0,0,1.034832819,0.561856298,GPX4;PTGES3
negative regulation of DNA recombination (GO:0045910),2/57,0.581035148,0.726899461,0,0,1.034832819,0.561856298,POLR2F;POLR2L
positive regulation of proteolysis (GO:0045862),2/57,0.581035148,0.726899461,0,0,1.034832819,0.561856298,NDUFA13;STUB1
cytoskeleton organization (GO:0007010),4/120,0.585021335,0.731547511,0,0,0.98109834,0.525973651,CFL1;TPM1;RAC1;RHOA
regulation of phagocytosis (GO:0050764),2/58,0.590544948,0.735562032,0,0,1.016300907,0.53529537,SNX3;CALR
RNA modification (GO:0009451),2/58,0.590544948,0.735562032,0,0,1.016300907,0.53529537,SSB;NOP10
negative regulation of hydrolase activity (GO:0051346),2/58,0.590544948,0.735562032,0,0,1.016300907,0.53529537,CSTB;TMED2
purine-containing compound biosynthetic process (GO:0072522),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,ADK
regulation of glycogen biosynthetic process (GO:0005979),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,GSK3B
regulation of mitotic metaphase/anaphase transition (GO:0030071),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,ANAPC5
regulation of monocyte chemotaxis (GO:0090025),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,HMGB1
regulation of myelination (GO:0031641),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,RNF10
glial cell development (GO:0021782),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,APP
regulation of viral life cycle (GO:1903900),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,PPIA
TOR signaling (GO:0031929),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,RPS6
negative regulation of cell development (GO:0010721),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,GSK3B
negative regulation of interleukin-1 beta production (GO:0032691),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,GSTP1
positive regulation of filopodium assembly (GO:0051491),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,CDC42
positive regulation of histone methylation (GO:0031062),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,CTNNB1
positive regulation of interleukin-2 production (GO:0032743),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,RPS3
positive regulation of ion transmembrane transporter activity (GO:0032414),26-Jan,0.592861364,0.735562032,0,0,1.13840708,0.595153182,NDUFA4
epithelium development (GO:0060429),4/122,0.598114244,0.741738555,0,0,0.964369115,0.49566017,ANXA4;PGK1;VDAC1;CTSB
phospholipid transport (GO:0015914),2/59,0.59989308,0.743262022,0,0,0.998419239,0.510196065,PRELID1;SCP2
positive regulation of apoptotic signaling pathway (GO:2001235),2/59,0.59989308,0.743262022,0,0,0.998419239,0.510196065,BCAP31;RPS3
regulation of actin cytoskeleton organization (GO:0032956),3/91,0.601170919,0.744162536,0,0,0.969926708,0.493572417,TWF1;RAC1;RHOA
positive regulation of transport (GO:0051050),3/91,0.601170919,0.744162536,0,0,0.969926708,0.493572417,GSK3B;CALR;ACTB
positive regulation of epithelial cell proliferation (GO:0050679),4/123,0.604567231,0.744864187,0,0,0.956215375,0.481208117,PDCD6;NME2;RTN4;NME1
regulation of cardiac muscle cell contraction (GO:0086004),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,ATP2A2
bile acid biosynthetic process (GO:0006699),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,SCP2
cellular lipid catabolic process (GO:0044242),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,ACADL
regulation of epidermal growth factor-activated receptor activity (GO:0007176),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,APP
cellular response to cadmium ion (GO:0071276),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,SUMO1
cellular senescence (GO:0090398),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,CALR
entrainment of circadian clock by photoperiod (GO:0043153),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,PPP1CB
regulation of transcription elongation from RNA polymerase II promoter (GO:0034243),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,HNRNPU
regulation of transcription regulatory region DNA binding (GO:2000677),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,PARK7
regulation of vascular endothelial growth factor production (GO:0010574),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,ATF4
modulation of excitatory postsynaptic potential (GO:0098815),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,APP
negative regulation of catalytic activity (GO:0043086),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,TMBIM1
negative regulation of protein polymerization (GO:0032272),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,TWF1
peptide hormone secretion (GO:0030072),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,PARK7
positive regulation of cellular component movement (GO:0051272),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,ACTN4
positive regulation of mitotic cell cycle (GO:0045931),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,APP
presynaptic endocytosis (GO:0140238),27-Jan,0.60670167,0.744864187,0,0,1.094565464,0.546974164,CANX
cellular response to fibroblast growth factor stimulus (GO:0044344),3/92,0.608595893,0.746426427,0,0,0.958978791,0.476229625,RAB14;POLR2F;POLR2L
T cell activation (GO:0042110),3/92,0.608595893,0.746426427,0,0,0.958978791,0.476229625,FKBP1A;DDOST;HSPD1
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),2/60,0.609079543,0.746426427,0,0,0.981154179,0.486462529,ITGB1;BSG
peptidyl-threonine phosphorylation (GO:0018107),2/60,0.609079543,0.746426427,0,0,0.981154179,0.486462529,GSK3B;CSNK2B
regulation of tumor necrosis factor production (GO:0032680),4/124,0.610956929,0.748387603,0,0,0.948197531,0.467204246,APP;GSTP1;MIF;HMGB1
regulation of epithelial cell proliferation (GO:0050678),3/93,0.61592814,0.749693327,0,0,0.948274162,0.459557345,MAGED1;NME2;NME1
B cell differentiation (GO:0030183),2/61,0.618104525,0.749693327,0,0,0.964474376,0.464006405,ITGB1;SLC25A5
"regulation of DNA-templated transcription, initiation (GO:2000142)",2/61,0.618104525,0.749693327,0,0,0.964474376,0.464006405,CDK4;CTNNB1
positive regulation of interleukin-8 production (GO:0032757),2/61,0.618104525,0.749693327,0,0,0.964474376,0.464006405,HMGB1;PARK7
regulation of calcineurin-NFAT signaling cascade (GO:0070884),28-Jan,0.620072156,0.749693327,0,0,1.053971376,0.503713396,GSK3B
calcium ion import (GO:0070509),28-Jan,0.620072156,0.749693327,0,0,1.053971376,0.503713396,ATP2A2
