Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
B cell receptor signaling pathway (GO:0050853),3/34,0.988229815,0.999996398,0,0,0.342560401,0.004055916,PLEKHA1;BAX;BCAR1
female gamete generation (GO:0007292),3/34,0.988229815,0.999996398,0,0,0.342560401,0.004055916,MDK;USP9X;PARN
organic cyclic compound biosynthetic process (GO:1901362),3/34,0.988229815,0.999996398,0,0,0.342560401,0.004055916,PYCR2;LIAS;LSS
positive regulation of calcium ion transport into cytosol (GO:0010524),3/34,0.988229815,0.999996398,0,0,0.342560401,0.004055916,RAMP3;PLA2G1B;F2R
regulation of transmembrane transport (GO:0034762),3/34,0.988229815,0.999996398,0,0,0.342560401,0.004055916,NEDD4;SLC2A1;ACTB
striated muscle tissue development (GO:0014706),3/34,0.988229815,0.999996398,0,0,0.342560401,0.004055916,MYL6;SIX4;CFLAR
neurotransmitter transport (GO:0006836),9/73,0.988320817,0.999996398,0,0,0.497406506,0.005843492,HSPA8;SLC38A1;SNAPIN;DNAJC5;SLC1A3;SLC29A1;LIN7C;SLC38A2;GLS
cellular response to metal ion (GO:0071248),19/131,0.988586476,0.999996398,0,0,0.599557035,0.00688241,CPNE8;PRNP;JUN;CLIC4;CAMK2D;CHUK;BNIP3;BRAF;IQGAP1;RASGRP2;MT3;MAPK8;SUMO1;CDH1;SYT11;MAPK1;ECT2;MAPK3;SLC25A24
cellular response to zinc ion (GO:0071294),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,MT3
embryonic axis specification (GO:0000578),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,TDGF1
embryonic heart tube development (GO:0035050),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PITX2
endothelial cell proliferation (GO:0001935),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,LOXL2
fluid transport (GO:0042044),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PDPN
intermediate filament organization (GO:0045109),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PKP2
negative regulation of biosynthetic process (GO:0009890),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PARK7
negative regulation of lipid catabolic process (GO:0050995),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PDE3B
negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,F2RL1
positive regulation of fatty acid metabolic process (GO:0045923),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,MID1IP1
positive regulation of interleukin-4 production (GO:0032753),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,CEBPB
presynapse assembly (GO:0099054),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PTEN
programmed necrotic cell death (GO:0097300),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,DNM1L
prostanoid metabolic process (GO:0006692),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PLAA
pulmonary valve development (GO:0003177),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,TGFB2
regulation of delayed rectifier potassium channel activity (GO:1902259),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,SUMO1
water transport (GO:0006833),18-Jan,0.988614858,0.999996398,0,0,0.208315508,0.002385306,PDPN
myelination (GO:0042552),5/48,0.988689417,0.999996398,0,0,0.411473433,0.004680524,MYRF;GPC1;PMP22;MAL2;SBF2
phosphatidic acid biosynthetic process (GO:0006654),5/48,0.988689417,0.999996398,0,0,0.411473433,0.004680524,PLA2G12A;DGKD;PLA2G1B;PLA2G10;AGPAT4
purine ribonucleotide biosynthetic process (GO:0009152),5/48,0.988689417,0.999996398,0,0,0.411473433,0.004680524,ADSL;DCAKD;IMPDH2;GMPS;AMPD2
glycosaminoglycan biosynthetic process (GO:0006024),13/97,0.988762958,0.999996398,0,0,0.547203955,0.006183763,NCAN;HSPG2;HS6ST2;EXT1;B3GNT7;CHSY1;GPC1;DSE;CHST15;GPC3;SDC1;GPC4;AGRN
acute inflammatory response (GO:0002526),27-Feb,0.989534134,0.999996398,0,0,0.283228006,0.002979847,CEBPB;F3
bile acid biosynthetic process (GO:0006699),27-Feb,0.989534134,0.999996398,0,0,0.283228006,0.002979847,OSBPL3;HSD17B10
camera-type eye development (GO:0043010),27-Feb,0.989534134,0.999996398,0,0,0.283228006,0.002979847,SHROOM2;PITX2
monocarboxylic acid catabolic process (GO:0072329),27-Feb,0.989534134,0.999996398,0,0,0.283228006,0.002979847,NUDT19;FAH
presynaptic endocytosis (GO:0140238),27-Feb,0.989534134,0.999996398,0,0,0.283228006,0.002979847,CANX;SYNJ2
release of sequestered calcium ion into cytosol (GO:0051209),27-Feb,0.989534134,0.999996398,0,0,0.283228006,0.002979847,F2R;ITPR1
regulation of neuron projection development (GO:0010975),25/165,0.989595477,0.999996398,0,0,0.630835401,0.006597925,GSK3A;PTPRS;PRAG1;STMN2;PTEN;CRMP1;KNDC1;EFNB2;PAK1;MDK;CFL1;EP300;PTK2B;KIF1A;CAMK2G;PAK2;PRKCI;MBOAT1;MT3;SETX;ABI2;PTK7;ITGA6;FKBP4;DBN1
neuron development (GO:0048666),21/143,0.989614004,0.999996398,0,0,0.608236021,0.006350171,APP;TGFB2;XBP1;SNAPIN;ROCK1;RYK;DOCK7;STMN2;PBX2;BICDL1;LAMB1;HMGB1;PPP1R9A;RAB11A;MANF;VAPA;BLOC1S1;WNK1;NEDD4;STMN1;ATXN10
glycerophospholipid metabolic process (GO:0006650),10/80,0.989794146,0.999996398,0,0,0.50522172,0.005182711,PLA2G1B;PIGQ;PLA2G10;FAR1;PIGM;SERINC1;PLA2G6;PIGF;PRDX6;PLCD1
lipid biosynthetic process (GO:0008610),10/80,0.989794146,0.999996398,0,0,0.50522172,0.005182711,XBP1;GGPS1;PLA2G1B;AGPS;NDUFAB1;MBOAT1;HMGCR;LSS;ACACA;AGPAT4
negative regulation of cell cycle (GO:0045786),10/80,0.989794146,0.999996398,0,0,0.50522172,0.005182711,CDKN1C;BTG3;LATS2;DUSP1;GMNN;PTEN;PTPRK;IPO5;MAD2L1;PTPN3
T cell activation (GO:0042110),12/92,0.98992841,0.999996398,0,0,0.530382775,0.00536888,FKBP1A;PPP3CB;MDK;CHD7;MSN;F2RL1;SOX4;DDOST;IL2;ADA;HSPD1;CD276
positive regulation of protein tyrosine kinase activity (GO:0061098),4/42,0.990116895,0.999996398,0,0,0.372526723,0.003700035,PRNP;FBXW7;PDGFB;HBEGF
regulation of chemokine production (GO:0032642),4/42,0.990116895,0.999996398,0,0,0.372526723,0.003700035,APP;F2RL1;HIF1A;FOXP1
regulation of DNA recombination (GO:0000018),4/42,0.990116895,0.999996398,0,0,0.372526723,0.003700035,PPP4C;KDM1A;THOC1;KPNA1
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),26/171,0.990146072,0.999996398,0,0,0.633385616,0.006272291,GOLT1B;TFRC;SLC44A2;SLC20A1;DDX1;DDX21;LITAF;MTDH;GJA1;TRIM6;LGALS1;FLNA;ECT2;CHUK;NEK6;F2R;CFLAR;RHOC;RHOA;FKBP1A;VAPA;EEF1D;UBE2N;F2RL1;UBE2V1;GAPDH
positive regulation of DNA-binding transcription factor activity (GO:0051091),40/246,0.990201115,0.999996398,0,0,0.685377675,0.006749058,APP;MTPN;BEX1;TFRC;KDM1A;DHX9;PLA2G1B;PTEN;PARK7;PHB2;CLU;MTDH;TRIM6;UBB;UBC;RPS3;FLOT1;EP300;FLOT2;RPS27A;PRKCI;NPM1;JUP;CHUK;TAF12;ANXA3;DDX58;BUD31;CFLAR;NFKB1;SMARCA4;PSMA6;TFDP1;UBE2N;CTNNB1;ARHGEF2;UBE2V1;RHEBL1;PPIA;ARHGEF5
muscle cell differentiation (GO:0042692),3/35,0.990326177,0.999996398,0,0,0.331834072,0.003225732,KDM1A;GLMN;SPEG
positive regulation of lipid biosynthetic process (GO:0046889),3/35,0.990326177,0.999996398,0,0,0.331834072,0.003225732,CREB1;MID1IP1;CHP1
positive regulation of reproductive process (GO:2000243),3/35,0.990326177,0.999996398,0,0,0.331834072,0.003225732,C1QBP;AGO2;PLA2G10
protein localization to cilium (GO:0061512),3/35,0.990326177,0.999996398,0,0,0.331834072,0.003225732,TCTN2;TTC21B;ATP6V1D
regulation of TORC1 signaling (GO:1903432),3/35,0.990326177,0.999996398,0,0,0.331834072,0.003225732,SEH1L;BMT2;TELO2
response to exogenous dsRNA (GO:0043330),3/35,0.990326177,0.999996398,0,0,0.331834072,0.003225732,DHX9;DDX58;FLOT1
response to retinoic acid (GO:0032526),7/62,0.990499994,0.999996398,0,0,0.45023379,0.00429767,SETX;RARG;CREB1;PTK7;FZD7;WNT7B;PTK2B
defense response to virus (GO:0051607),19/133,0.990869505,0.999996398,0,0,0.588962422,0.005402219,BNIP3L;DDX58;BNIP3;PHB;SAMHD1;PHB2;CNOT7;PDE12;NDUFAF4;DDIT4;PLA2G10;G3BP1;PMAIP1;FLNA;F2RL1;SKP2;SERINC3;ABCE1;BCL2L1
ERAD pathway (GO:0036503),11/87,0.991107836,0.999996398,0,0,0.511788155,0.004571259,RCN3;VCP;PSMC6;HSPA5;EDEM1;UBQLN1;UBE4B;SEC61B;STT3B;UBE2J2;HSP90B1
brain development (GO:0007420),22/150,0.991110143,0.999996398,0,0,0.6072341,0.005422362,ZFHX3;MKKS;SLC23A1;PTEN;SHROOM2;PBX2;UBE3A;SYNJ2;SMARCA1;IER3IP1;HSPG2;GRHL2;SHROOM4;UFM1;COL4A1;DDIT4;NNAT;RAB18;PHGDH;CDK5RAP3;ADGRL2;BPTF
autophagosome organization (GO:1905037),6/56,0.991111808,0.999996398,0,0,0.424546075,0.003790316,VMP1;GABARAPL1;MAP1LC3A;UBQLN1;ATP2A2;WIPI1
activin receptor signaling pathway (GO:0032924),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,TDGF1
branching involved in ureteric bud morphogenesis (GO:0001658),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,MYC
cardiac atrium morphogenesis (GO:0003209),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,TGFB2
DNA double-strand break processing (GO:0000729),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,UBE2N
ethanol metabolic process (GO:0006067),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,ADH5
excitatory postsynaptic potential (GO:0060079),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,GSK3A
glycerolipid catabolic process (GO:0046503),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,PRDX6
long-term memory (GO:0007616),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,PRNP
mitochondrion localization (GO:0051646),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,NECTIN2
myeloid cell activation involved in immune response (GO:0002275),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,ENPP3
negative regulation of calcium ion transport (GO:0051926),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,TMBIM6
negative regulation of cytokine production involved in inflammatory response (GO:1900016),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,CHID1
neuromuscular process (GO:0050905),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,MYCBP2
piRNA metabolic process (GO:0034587),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,DDX4
positive regulation of monocyte chemotaxis (GO:0090026),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,HMGB1
positive regulation of oxidoreductase activity (GO:0051353),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,PARK7
purine ribonucleoside bisphosphate metabolic process (GO:0034035),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,SULT4A1
regulation of collagen biosynthetic process (GO:0032965),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,F2R
regulation of lymphocyte proliferation (GO:0050670),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,SOX11
regulation of peptidyl-serine phosphorylation of STAT protein (GO:0033139),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,GADD45A
regulation of T cell cytokine production (GO:0002724),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,SMAD7
response to ATP (GO:0033198),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,HSP90B1
response to cholesterol (GO:0070723),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,PMVK
sphingosine metabolic process (GO:0006670),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,PLPP2
telomere capping (GO:0016233),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,STN1
ureteric bud morphogenesis (GO:0060675),19-Jan,0.991121915,0.999996398,0,0,0.196729798,0.001754383,MYC
regulation of interleukin-8 production (GO:0032677),10/81,0.991124483,0.999996398,0,0,0.498073845,0.004440397,AFAP1L2;DDX58;PLA2G1B;TMSB4X;F2R;F2RL1;ARRB1;HMGB1;PARK7;F3
negative regulation of nucleic acid-templated transcription (GO:1903507),82/464,0.991488593,0.999996398,0,0,0.756303876,0.006464761,CDKN1C;SUV39H2;KDM1A;NAB1;GMNN;PRDM5;EHMT1;ENO1;PTPRK;RBPJ;LIMD1;PHB2;GLI3;LOXL2;DNMT3L;SUMO1;TRIM28;BCL7A;SIX4;YWHAQ;BASP1;MYB;KMT5A;JARID2;PRMT2;SFMBT2;NRG1;FOXP1;ILF3;NIF3L1;SFPQ;SFRP2;BIRC5;CRYAB;PFDN5;KHDRBS1;CALCA;SET;HDAC3;SHC1;PDGFB;PHB;FOXO1;MBTD1;BCLAF1;BTAF1;SAP18;SNX6;SMARCE1;HSPA8;JUN;XRCC6;PHC1;CBX5;UBE2I;PHF10;CBX3;NONO;HMGA1;WWP1;PA2G4;FOXN3;MT3;PML;GATAD2A;SMARCA4;GCLC;REST;CNOT7;YEATS2;COPS2;ID2;SP3;ID1;BHLHE40;RLIM;CTNNB1;CALR;MPHOSPH8;TRIM33;EZH2;LIMS1
cristae formation (GO:0042407),28-Feb,0.991572071,0.999996398,0,0,0.272317135,0.002304796,APOO;CHCHD3
cytosolic calcium ion transport (GO:0060401),28-Feb,0.991572071,0.999996398,0,0,0.272317135,0.002304796,ATP2A2;JPH1
glycogen metabolic process (GO:0005977),28-Feb,0.991572071,0.999996398,0,0,0.272317135,0.002304796,PGM2;CALM1
mucosal immune response (GO:0002385),28-Feb,0.991572071,0.999996398,0,0,0.272317135,0.002304796,PLA2G1B;RPL39
regulation of reactive oxygen species biosynthetic process (GO:1903426),28-Feb,0.991572071,0.999996398,0,0,0.272317135,0.002304796,RAB27A;PARK7
T cell activation involved in immune response (GO:0002286),28-Feb,0.991572071,0.999996398,0,0,0.272317135,0.002304796,MDK;F2RL1
lipid modification (GO:0030258),4/43,0.991772675,0.999996398,0,0,0.36295143,0.002998471,PORCN;DGKD;MBOAT1;PLPP2
negative regulation of type I interferon production (GO:0032480),4/43,0.991772675,0.999996398,0,0,0.36295143,0.002998471,PTPRS;DDX58;PCBP2;TAX1BP1
signal release from synapse (GO:0099643),4/43,0.991772675,0.999996398,0,0,0.36295143,0.002998471,HSPA8;SNAPIN;DNAJC5;LIN7C
positive regulation of cellular process (GO:0048522),114/625,0.991808837,0.999996398,0,0,0.78516719,0.006457917,SMC6;ETS1;CXCL16;IGF1R;TGM1;ZFP36;HMGN5;CAPNS1;MYC;NAMPT;RPS6KA1;SOX4;RPS9;TIPIN;CSNK2A1;RPL23;F2R;RPS6;TPM1;SOX11;DICER1;ACTN4;WDR77;SFRP2;PHIP;EPHA1;KIF20B;SHC1;CUL3;HPN;COX17;PDGFB;PHB;ACACA;ZFP36L1;FXR1;EFNB2;PDCD10;SSR1;LYAR;MCTS1;SRPK2;XBP1;TGFB2;ZFHX3;FZD7;IGF2;RAB27A;PA2G4;UBE2A;MT3;IL2;FGF17;SLC6A6;CNOT6;CNOT7;CDK4;CALR;CDK13;TDGF1;RAD18;EIF4G2;FGFR2;EZH2;COPS9;RNF187;FGFR1;RNF10;FLT1;HSP90AB1;DDX3X;CELF1;FAF1;PTEN;RPS4X;MDK;PPP1R13L;C1QBP;FLOT1;RAC1;TET1;NRG1;MMP14;BIRC5;SLC25A5;EAPP;HBEGF;MTPN;CDC123;RAMP3;MYRF;PLA2G1B;THBS1;CDC42;BCLAF1;PAK1;MAPK8;RPS15A;RAB25;EPCAM;CXCR2;LMNA;PDPN;PTK2B;ROMO1;EXOSC2;NPM1;CNBP;NAP1L1;TJP1;DNAJA2;FAM98B;KRAS;P4HB
neuron migration (GO:0001764),5/50,0.991983755,0.999996398,0,0,0.393135173,0.003164167,USP9X;MAP1B;DDIT4;RAC1;FGFR1
regulation of complement activation (GO:0030449),5/50,0.991983755,0.999996398,0,0,0.393135173,0.003164167,CR2;C1QBP;PHB;CLU;PHB2
negative regulation of fat cell differentiation (GO:0045599),3/36,0.992059799,0.999996398,0,0,0.321757824,0.002565019,YAP1;FOXO1;FERMT2
positive regulation of myeloid leukocyte differentiation (GO:0002763),3/36,0.992059799,0.999996398,0,0,0.321757824,0.002565019,HAX1;ID2;ZFP36L1
regulation of microtubule-based process (GO:0032886),3/36,0.992059799,0.999996398,0,0,0.321757824,0.002565019,ROCK1;TAOK1;EFNA5
retina homeostasis (GO:0001895),3/36,0.992059799,0.999996398,0,0,0.321757824,0.002565019,PRDX1;ACTB;ACTG1
sensory perception of mechanical stimulus (GO:0050954),11/88,0.99224343,0.999996398,0,0,0.505109014,0.003933187,TIMM8B;NDUFB9;WDR1;MARVELD2;TIMM13;BIRC5;LRP2;TBL1X;ALDH7A1;CCDC50;GSDME
phosphatidylinositol metabolic process (GO:0046488),15/112,0.992647646,0.999996398,0,0,0.546560988,0.004033356,PI4K2B;MTMR2;ARF1;PLA2G12A;PLEKHA1;PLA2G1B;MTMR14;PTEN;SYNJ2;PIK3CB;PIK3C2A;INPP5F;RAB14;PLA2G10;PLCD1
defense response to symbiont (GO:0140546),17/124,0.993052252,0.999996398,0,0,0.561438366,0.003914346,BNIP3L;DDX58;BNIP3;SAMHD1;CNOT7;PDE12;NDUFAF4;DDIT4;PLA2G10;G3BP1;PMAIP1;FLNA;F2RL1;SKP2;SERINC3;ABCE1;BCL2L1
regulation of cilium assembly (GO:1902017),7/64,0.993067007,0.999996398,0,0,0.434380215,0.003022043,USP6NL;YAP1;ODF2L;RABGAP1;LIMK2;TBC1D7;TBC1D15
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,PHB
"base-excision repair, AP site formation (GO:0006285)",20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,TDG
cellular monovalent inorganic cation homeostasis (GO:0030004),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,ATP1B3
epithelial cilium movement involved in extracellular fluid movement (GO:0003351),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,CCDC40
fatty acid transport (GO:0015908),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,FABP5
ganglioside metabolic process (GO:0001573),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,CLN6
lipopolysaccharide-mediated signaling pathway (GO:0031663),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,MTDH
negative regulation of osteoclast differentiation (GO:0045671),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,FBXW7
neuromuscular synaptic transmission (GO:0007274),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,KIF1B
organic cation transport (GO:0015695),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,SLC44A2
positive regulation of hormone secretion (GO:0046887),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,SOX11
positive regulation of natural killer cell mediated cytotoxicity (GO:0045954),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,NECTIN2
toll-like receptor 4 signaling pathway (GO:0034142),20-Jan,0.993076884,0.999996398,0,0,0.186363636,0.001294704,ITGAM
antibacterial humoral response (GO:0019731),4/44,0.993160466,0.999996398,0,0,0.353854901,0.002428517,PLA2G1B;PLA2G6;RPL39;WFDC13
embryonic organ morphogenesis (GO:0048562),4/44,0.993160466,0.999996398,0,0,0.353854901,0.002428517,RARG;ID2;SOX11;FGFR2
metal ion homeostasis (GO:0055065),4/44,0.993160466,0.999996398,0,0,0.353854901,0.002428517,SELENON;SLC12A4;MT3;CNNM4
neurotransmitter secretion (GO:0007269),4/44,0.993160466,0.999996398,0,0,0.353854901,0.002428517,HSPA8;SNAPIN;DNAJC5;LIN7C
positive regulation of biosynthetic process (GO:0009891),4/44,0.993160466,0.999996398,0,0,0.353854901,0.002428517,MTPN;CREB1;F2R;RAB27A
regulation of neuronal synaptic plasticity (GO:0048168),2/29,0.993219981,0.999996398,0,0,0.262214476,0.001783873,APP;DBN1
regulation of response to biotic stimulus (GO:0002831),2/29,0.993219981,0.999996398,0,0,0.262214476,0.001783873,SAMHD1;FOXP1
blood circulation (GO:0008015),5/51,0.993265608,0.999996398,0,0,0.384564031,0.002598565,GCLC;CYB5R3;ROCK1;ROCK2;GCLM
regulation of osteoblast differentiation (GO:0045667),10/83,0.993312818,0.999996398,0,0,0.484365592,0.003249919,YAP1;DDX5;REST;NOCT;WNT7B;SOX11;LIMD1;FERMT2;FGFR2;BMPR1A
positive regulation of tumor necrosis factor production (GO:0032760),9/77,0.993465648,0.999996398,0,0,0.46802676,0.003068287,APP;DDX58;IFNGR1;DHX9;HMGB1;MIF;ARHGEF2;CLU;THBS1
purine ribonucleotide metabolic process (GO:0009150),9/77,0.993465648,0.999996398,0,0,0.46802676,0.003068287,HINT1;ACOT2;GNAI3;ACOT13;AK3;DBI;AMPD2;SULT4A1;RAN
regulation of intracellular pH (GO:0051453),3/37,0.993491017,0.999996398,0,0,0.312274296,0.002039232,SLC4A7;CHP1;SLC9B1
positive regulation of protein phosphorylation (GO:0001934),63/371,0.993501806,0.999996398,0,0,0.721001509,0.004700496,APP;DDX3X;HSP90AB1;TFRC;DOCK7;KNDC1;ARRB1;PARK7;TRIM6;RACK1;FLOT1;RAC1;LEFTY1;HSP90AA1;PLAUR;MIF;CLIP3;TOM1L1;TWSG1;CLDN3;SFRP2;HAX1;TRAF4;AKAP9;ARHGEF2;PPIA;RAMP3;HDAC3;ROCK2;PDGFB;IQGAP1;EFNA5;STK4;FXR1;PAK1;PDCD10;MAPK1;PTK2B;PAK2;MAPK3;PRNP;XRCC6;TGFB2;RBPMS;LIMK2;IGF2;BMP8B;BRAF;MT3;FGF17;CENPE;DAB2;WNK3;CDK2AP1;SPRY2;CALM3;KRAS;CALM1;CALM2;TDGF1;CNOT9;UBE2K;BMPR1A
positive regulation of metabolic process (GO:0009893),15/113,0.993510076,0.999996398,0,0,0.540948938,0.003522159,CEBPB;HDAC3;KDM1A;EHMT1;ADIPOR1;ACACA;IGF1R;GADD45G;PLAC8;PYURF;GJA1;GATM;ACADL;FABP5;BEND3
autophagosome assembly (GO:0000045),6/58,0.993614936,0.999996398,0,0,0.408164873,0.002614515,VMP1;GABARAPL1;MAP1LC3A;UBQLN1;ATP2A2;WIPI1
eye development (GO:0001654),6/58,0.993614936,0.999996398,0,0,0.408164873,0.002614515,TGFB2;SHROOM2;RAB18;PBX2;PITX2;HIPK1
fat cell differentiation (GO:0045444),6/58,0.993614936,0.999996398,0,0,0.408164873,0.002614515,CLIP3;MED1;MKKS;EP300;METRNL;FOXO1
nucleosome assembly (GO:0006334),6/58,0.993614936,0.999996398,0,0,0.408164873,0.002614515,NPM1;NASP;ATRX;HAT1;NAP1L1;ANP32B
regulation of calcium ion transport (GO:0051924),6/58,0.993614936,0.999996398,0,0,0.408164873,0.002614515,F2R;WNK3;CTNNB1;ANK2;SRI;CAMK2G
regulation of neurotransmitter receptor activity (GO:0099601),6/58,0.993614936,0.999996398,0,0,0.408164873,0.002614515,APP;CACNG7;DAPK1;AKAP9;PTK2B;NPTXR
chemical homeostasis (GO:0048878),7/65,0.994089087,0.999996398,0,0,0.426863434,0.002530639,SLC4A7;DDX3X;FBXW7;WNK1;RBP1;WNK3;USF2
regulation of cellular catabolic process (GO:0031329),7/65,0.994089087,0.999996398,0,0,0.426863434,0.002530639,VPS29;ROCK1;DAPK1;LAMP3;ITPR1;CISD2;EP300
protein complex oligomerization (GO:0051259),11/90,0.994119214,0.999996398,0,0,0.492258009,0.00290341,PDCD6IP;CPSF6;MAT2A;ATL2;BEND3;G3BP2;CHMP2A;YME1L1;DNM1L;ECT2;ELAVL1
central nervous system development (GO:0007417),43/268,0.994199283,0.999996398,0,0,0.674195095,0.003922202,NCKAP1;ANKLE2;COX7B;ITGAM;MYRF;SLC23A1;NCAN;CHD7;PTEN;SLC2A1;UBE3A;IER3IP1;DHX30;RPS6KA6;ZIC3;ADAM23;NNAT;PHGDH;JARID2;CDK5RAP3;SOX4;BPTF;ZFHX3;MARCKSL1;GSN;SHROOM2;PBX2;WWP1;SOX11;LSR;SOX12;SYNJ2;SMARCA1;HSPG2;GRHL2;SHROOM4;AHI1;MARCKS;UFM1;COL4A1;DDIT4;RAB18;ADGRL2
positive regulation of nervous system development (GO:0051962),4/45,0.994321645,0.999996398,0,0,0.345202106,0.001965767,NUMBL;NAP1L1;SOX11;LRP2
zymogen activation (GO:0031638),4/45,0.994321645,0.999996398,0,0,0.345202106,0.001965767,CYFIP2;MMP14;PERP;PGK1
fatty acid beta-oxidation (GO:0006635),5/52,0.994350038,0.999996398,0,0,0.376357617,0.002132436,ECHS1;ACADL;PEX2;HSD17B10;ACAT2
circulatory system development (GO:0072359),17/126,0.994539951,0.999996398,0,0,0.551065593,0.003017089,TGFB2;MKKS;FBXW7;TCF25;PDGFB;PTEN;ECE1;CACYBP;HSPG2;CRIP1;PDLIM2;MTHFD1;ID2;PKP2;TDGF1;SOX4;PDLIM7
negative regulation of growth (GO:0045926),17/126,0.994539951,0.999996398,0,0,0.551065593,0.003017089,TGFB2;NDRG3;DDX3X;FHL1;ENO1;PHB;CGRRF1;MT3;PML;SMARCA4;PPP2CA;GJA1;SFRP2;NME6;RACK1;DACT3;RBBP7
phosphatidylinositol biosynthetic process (GO:0006661),17/126,0.994539951,0.999996398,0,0,0.551065593,0.003017089,PI4K2B;MTMR2;ARF1;CISH;PLEKHA1;MTMR14;PIGQ;PTEN;SYNJ2;PIK3CB;PIK3C2A;PYURF;INPP5F;RAB14;PIGM;PIGF;SOCS4
regulation of catecholamine secretion (GO:0050433),2/30,0.99455079,0.999996398,0,0,0.252833436,0.00138151,GRK2;SYT11
regulation of cation transmembrane transport (GO:1904062),2/30,0.99455079,0.999996398,0,0,0.252833436,0.00138151,WNK1;WNK3
regulation of vasoconstriction (GO:0019229),2/30,0.99455079,0.999996398,0,0,0.252833436,0.00138151,F2R;ECE1
synaptic vesicle cycle (GO:0099504),2/30,0.99455079,0.999996398,0,0,0.252833436,0.00138151,SNAPIN;DNAJC5
anterior/posterior axis specification (GO:0009948),21-Jan,0.994601318,0.999996398,0,0,0.177034091,9.58E-04,TDGF1
calcium ion transport into cytosol (GO:0060402),21-Jan,0.994601318,0.999996398,0,0,0.177034091,9.58E-04,JPH1
cobalamin metabolic process (GO:0009235),21-Jan,0.994601318,0.999996398,0,0,0.177034091,9.58E-04,MMADHC
cyclic purine nucleotide metabolic process (GO:0052652),21-Jan,0.994601318,0.999996398,0,0,0.177034091,9.58E-04,AMPD2
