Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
positive regulation of cation transmembrane transport (GO:1904064),1/41,0.336618413,0.443274942,0,0,2.495075758,2.7166517,FLNA
positive regulation of TOR signaling (GO:0032008),1/41,0.336618413,0.443274942,0,0,2.495075758,2.7166517,LIN28A
regulation of inflammatory response (GO:0050727),3/206,0.336891239,0.443291637,0,0,1.477681713,1.607710515,TMSB4X;ENPP3;FOXP1
epithelium development (GO:0060429),2/122,0.34299965,0.449207652,0,0,1.665059222,1.781656412,TAGLN;PGK1
ATP-dependent chromatin remodeling (GO:0043044),1/42,0.343232608,0.449207652,0,0,2.434097068,2.602894167,ACTB
regulation of chemokine production (GO:0032642),1/42,0.343232608,0.449207652,0,0,2.434097068,2.602894167,FOXP1
regulation of ubiquitin-dependent protein catabolic process (GO:2000058),1/42,0.343232608,0.449207652,0,0,2.434097068,2.602894167,CLU
translesion synthesis (GO:0019985),1/42,0.343232608,0.449207652,0,0,2.434097068,2.602894167,PCLAF
negative regulation of protein catabolic process (GO:0042177),1/42,0.343232608,0.449207652,0,0,2.434097068,2.602894167,FLNA
positive regulation of ATPase activity (GO:0032781),1/42,0.343232608,0.449207652,0,0,2.434097068,2.602894167,TPM1
regulation of anatomical structure morphogenesis (GO:0022603),2/123,0.346614016,0.452590255,0,0,1.651214498,1.749533532,ABI2;NEDD4
cellular response to organic substance (GO:0071310),2/123,0.346614016,0.452590255,0,0,1.651214498,1.749533532,LRP2;PTPN14
positive regulation of epithelial cell proliferation (GO:0050679),2/123,0.346614016,0.452590255,0,0,1.651214498,1.749533532,LAMB1;F3
extracellular matrix organization (GO:0030198),4/300,0.349340955,0.45279067,0,0,1.351697852,1.421589937,COL18A1;CAPN2;LAMB1;THBS1
regulation of carbohydrate catabolic process (GO:0043470),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,POM121
regulation of cell-cell adhesion (GO:0022407),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,AFDN
regulation of cell-substrate adhesion (GO:0010810),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,PDPN
cellular glucose homeostasis (GO:0001678),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,LIN28A
DNA synthesis involved in DNA repair (GO:0000731),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,PCLAF
regulation of purine nucleotide metabolic process (GO:1900542),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,POM121
tRNA aminoacylation for protein translation (GO:0006418),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,PPA1
positive regulation of neuron differentiation (GO:0045666),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,IMPACT
positive regulation of T cell differentiation (GO:0045582),1/43,0.349781184,0.45279067,0,0,2.376022126,2.495886521,GLI3
defense response to symbiont (GO:0140546),2/124,0.350221891,0.45279067,0,0,1.637596738,1.718147419,BNIP3;FLNA
fatty acid metabolic process (GO:0006631),2/124,0.350221891,0.45279067,0,0,1.637596738,1.718147419,PLA2G1B;ACSL4
non-canonical Wnt signaling pathway (GO:0035567),2/124,0.350221891,0.45279067,0,0,1.637596738,1.718147419,CDC42;CALM1
protein targeting (GO:0006605),2/125,0.35382305,0.455078863,0,0,1.624200404,1.687476573,EDEM1;AP1M2
cellular response to oxidative stress (GO:0034599),2/125,0.35382305,0.455078863,0,0,1.624200404,1.687476573,TPM1;PRDX6
regulation of phosphorylation (GO:0042325),2/125,0.35382305,0.455078863,0,0,1.624200404,1.687476573,POM121;THBS1
MAPK cascade (GO:0000165),4/303,0.356113069,0.455078863,0,0,1.337929852,1.381421922,SPRED1;BRAF;CALM1;DUSP6
antibacterial humoral response (GO:0019731),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,PLA2G1B
branching morphogenesis of an epithelial tube (GO:0048754),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,SEMA3E
regulation of endothelial cell apoptotic process (GO:2000351),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,THBS1
embryonic organ morphogenesis (GO:0048562),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,ID2
response to amyloid-beta (GO:1904645),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,GJA1
intracellular protein transmembrane transport (GO:0065002),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,HSPA5
intracellular steroid hormone receptor signaling pathway (GO:0030518),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,NEDD4
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,CDC42
positive regulation of cell division (GO:0051781),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,CDC42
positive regulation of cell-matrix adhesion (GO:0001954),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,S100A10
positive regulation of potassium ion transmembrane transport (GO:1901381),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,FLNA
protein K63-linked ubiquitination (GO:0070534),1/44,0.35626479,0.455078863,0,0,2.320648344,2.395097137,NEDD4
negative regulation of multicellular organismal process (GO:0051241),3/214,0.358617805,0.457398757,0,0,1.421075539,1.457310221,GJA1;RPS6KA6;SPRED1
positive regulation of GTPase activity (GO:0043547),3/214,0.358617805,0.457398757,0,0,1.421075539,1.457310221,AFDN;ARHGAP29;S100A10
neural crest cell development (GO:0014032),1/45,0.362684067,0.461548656,0,0,2.267791552,2.30004672,SEMA3E
positive regulation of nervous system development (GO:0051962),1/45,0.362684067,0.461548656,0,0,2.267791552,2.30004672,LRP2
protein deacetylation (GO:0006476),1/45,0.362684067,0.461548656,0,0,2.267791552,2.30004672,FLNA
extracellular structure organization (GO:0043062),3/216,0.364036568,0.462924114,0,0,1.407588387,1.422369408,COL18A1;LAMB1;THBS1
external encapsulating structure organization (GO:0045229),3/217,0.366743353,0.466018399,0,0,1.400939348,1.405272433,COL18A1;LAMB1;THBS1
phosphorylation (GO:0016310),5/400,0.367167162,0.466155347,0,0,1.266214276,1.268668267,GMFB;PGK1;BRAF;YWHAZ;PDK1
regulation of cellular protein localization (GO:1903827),1/46,0.36903965,0.466155347,0,0,2.217283951,2.210302143,GPC3
regulation of double-strand break repair via homologous recombination (GO:0010569),1/46,0.36903965,0.466155347,0,0,2.217283951,2.210302143,ARID2
erythrocyte differentiation (GO:0030218),1/46,0.36903965,0.466155347,0,0,2.217283951,2.210302143,ID2
positive regulation of organelle assembly (GO:1902117),1/46,0.36903965,0.466155347,0,0,2.217283951,2.210302143,G3BP2
positive regulation of response to stimulus (GO:0048584),1/46,0.36903965,0.466155347,0,0,2.217283951,2.210302143,PLA2G1B
postreplication repair (GO:0006301),1/46,0.36903965,0.466155347,0,0,2.217283951,2.210302143,PCLAF
posttranscriptional regulation of gene expression (GO:0010608),1/46,0.36903965,0.466155347,0,0,2.217283951,2.210302143,LARP1
regulation of primary metabolic process (GO:0080090),2/130,0.371720443,0.46884651,0,0,1.560358503,1.544151377,ID2;ODC1
Golgi organization (GO:0007030),2/130,0.371720443,0.46884651,0,0,1.560358503,1.544151377,CDC42;YWHAZ
protein phosphorylation (GO:0006468),6/496,0.372435312,0.469400719,0,0,1.225187692,1.210107976,RPS6KA6;GMFB;ABI2;BRAF;YWHAZ;PDK1
cellular response to hypoxia (GO:0071456),2/131,0.375276785,0.470615167,0,0,1.548184,1.517361873,BNIP3;PGK1
cellular response to metal ion (GO:0071248),2/131,0.375276785,0.470615167,0,0,1.548184,1.517361873,BNIP3;BRAF
regulation of DNA binding (GO:0051101),1/47,0.375332167,0.470615167,0,0,2.168972332,2.125471134,PLAUR
epidermal growth factor receptor signaling pathway (GO:0007173),1/47,0.375332167,0.470615167,0,0,2.168972332,2.125471134,BRAF
glycosphingolipid metabolic process (GO:0006687),1/47,0.375332167,0.470615167,0,0,2.168972332,2.125471134,CLN6
polyol metabolic process (GO:0019751),1/47,0.375332167,0.470615167,0,0,2.168972332,2.125471134,CALM1
positive regulation of neuron death (GO:1901216),1/47,0.375332167,0.470615167,0,0,2.168972332,2.125471134,CLU
cellular response to alcohol (GO:0097306),1/48,0.381562241,0.476673064,0,0,2.122716527,2.045197663,LARP1
cellular response to ionizing radiation (GO:0071479),1/48,0.381562241,0.476673064,0,0,2.122716527,2.045197663,CRYAB
inositol phosphate metabolic process (GO:0043647),1/48,0.381562241,0.476673064,0,0,2.122716527,2.045197663,CALM1
negative regulation of MAP kinase activity (GO:0043407),1/48,0.381562241,0.476673064,0,0,2.122716527,2.045197663,SPRY4
phosphatidic acid biosynthetic process (GO:0006654),1/48,0.381562241,0.476673064,0,0,2.122716527,2.045197663,PLA2G1B
defense response to virus (GO:0051607),2/133,0.382364752,0.476976236,0,0,1.524392607,1.465520986,BNIP3;FLNA
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),2/133,0.382364752,0.476976236,0,0,1.524392607,1.465520986,ZYX;CGN
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),3/224,0.385631625,0.480699554,0,0,1.356080894,1.292172467,GJA1;LGALS1;FLNA
aminoglycan biosynthetic process (GO:0006023),1/49,0.38773049,0.480853533,0,0,2.078388047,1.969157937,GPC3
response to hydrogen peroxide (GO:0042542),1/49,0.38773049,0.480853533,0,0,2.078388047,1.969157937,IMPACT
response to unfolded protein (GO:0006986),1/49,0.38773049,0.480853533,0,0,2.078388047,1.969157937,HSPA5
mitotic cytokinesis (GO:0000281),1/49,0.38773049,0.480853533,0,0,2.078388047,1.969157937,MYH10
negative regulation of catabolic process (GO:0009895),1/49,0.38773049,0.480853533,0,0,2.078388047,1.969157937,FLNA
negative regulation of cell projection organization (GO:0031345),1/49,0.38773049,0.480853533,0,0,2.078388047,1.969157937,STMN2
positive regulation of reactive oxygen species metabolic process (GO:2000379),1/49,0.38773049,0.480853533,0,0,2.078388047,1.969157937,THBS1
regulation of complement activation (GO:0030449),1/50,0.393837523,0.486303723,0,0,2.035868893,1.897056907,CLU
regulation of generation of precursor metabolites and energy (GO:0043467),1/50,0.393837523,0.486303723,0,0,2.035868893,1.897056907,POM121
chloride transmembrane transport (GO:1902476),1/50,0.393837523,0.486303723,0,0,2.035868893,1.897056907,SLC1A3
iron ion transport (GO:0006826),1/50,0.393837523,0.486303723,0,0,2.035868893,1.897056907,SLC40A1
neuron migration (GO:0001764),1/50,0.393837523,0.486303723,0,0,2.035868893,1.897056907,MAP1B
phosphatidic acid metabolic process (GO:0046473),1/50,0.393837523,0.486303723,0,0,2.035868893,1.897056907,PLA2G1B
regulation of cellular amine metabolic process (GO:0033238),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,ODC1
regulation of epithelial cell migration (GO:0010632),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,GLIPR2
DNA duplex unwinding (GO:0032508),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,CUL4B
regulation of protein modification process (GO:0031399),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,SPRED1
inositol lipid-mediated signaling (GO:0048017),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,INPP5F
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,SFN
mitotic nuclear membrane organization (GO:0101024),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,POM121
mitotic nuclear membrane reassembly (GO:0007084),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,POM121
negative regulation of transport (GO:0051051),1/51,0.399883944,0.490570368,0,0,1.995050505,1.828625215,CRYAB
cellular protein metabolic process (GO:0044267),5/417,0.400700274,0.491218177,0,0,1.212904114,1.109251243,LGALS1;GPC3;LAMB1;FSTL1;HSP90B1
regulation of intrinsic apoptotic signaling pathway (GO:2001242),1/52,0.405870353,0.496841294,0,0,1.955832838,1.763616516,PLAUR
regulation of release of sequestered calcium ion into cytosol (GO:0051279),1/52,0.405870353,0.496841294,0,0,1.955832838,1.763616516,CALM1
regulation of small GTPase mediated signal transduction (GO:0051056),2/141,0.410360775,0.501933241,0,0,1.436073476,1.279137309,CDC42;ARHGAP29
cardiac muscle tissue development (GO:0048738),1/53,0.411797342,0.501933241,0,0,1.918123543,1.701805125,GJA1
regulation of immune effector process (GO:0002697),1/53,0.411797342,0.501933241,0,0,1.918123543,1.701805125,CLU
epidermal cell differentiation (GO:0009913),1/53,0.411797342,0.501933241,0,0,1.918123543,1.701805125,TXNIP
positive regulation of NIK/NF-kappaB signaling (GO:1901224),1/53,0.411797342,0.501933241,0,0,1.918123543,1.701805125,ACTN4
positive regulation of phagocytosis (GO:0050766),1/53,0.411797342,0.501933241,0,0,1.918123543,1.701805125,RAB31
cellular protein localization (GO:0034613),4/329,0.414596562,0.504983947,0,0,1.229254438,1.082296296,GJA1;RAB31;ARL5C;FLNA
monocarboxylic acid metabolic process (GO:0032787),2/143,0.417264205,0.50582943,0,0,1.415559636,1.23724962,LDHA;ACSL4
regulation of cellular amino acid metabolic process (GO:0006521),1/54,0.417665498,0.50582943,0,0,1.88183724,1.642983941,ODC1
regulation of cyclin-dependent protein kinase activity (GO:1904029),1/54,0.417665498,0.50582943,0,0,1.88183724,1.642983941,ACTB
regulation of humoral immune response (GO:0002920),1/54,0.417665498,0.50582943,0,0,1.88183724,1.642983941,CLU
regulation of megakaryocyte differentiation (GO:0045652),1/54,0.417665498,0.50582943,0,0,1.88183724,1.642983941,THBS1
inorganic anion transport (GO:0015698),1/54,0.417665498,0.50582943,0,0,1.88183724,1.642983941,ENPP3
nuclear membrane reassembly (GO:0031468),1/54,0.417665498,0.50582943,0,0,1.88183724,1.642983941,POM121
positive regulation of leukocyte chemotaxis (GO:0002690),1/54,0.417665498,0.50582943,0,0,1.88183724,1.642983941,THBS1
protein sumoylation (GO:0016925),1/55,0.423475402,0.511049635,0,0,1.846894875,1.586962613,POM121
regulation of gene silencing by RNA (GO:0060966),1/55,0.423475402,0.511049635,0,0,1.846894875,1.586962613,POM121
ceramide metabolic process (GO:0006672),1/55,0.423475402,0.511049635,0,0,1.846894875,1.586962613,CLN6
regulation of posttranscriptional gene silencing (GO:0060147),1/55,0.423475402,0.511049635,0,0,1.846894875,1.586962613,POM121
positive regulation of response to DNA damage stimulus (GO:2001022),1/55,0.423475402,0.511049635,0,0,1.846894875,1.586962613,SPRED1
positive regulation of cytokine production (GO:0001819),4/335,0.4279629,0.515745086,0,0,1.206600046,1.024064107,PLA2G1B;LRRFIP1;F3;FOXP1
regulation of ATP metabolic process (GO:1903578),1/56,0.429227629,0.515745086,0,0,1.81322314,1.533565923,POM121
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1/56,0.429227629,0.515745086,0,0,1.81322314,1.533565923,SFN
glycosaminoglycan catabolic process (GO:0006027),1/56,0.429227629,0.515745086,0,0,1.81322314,1.533565923,GPC3
mitochondrial transport (GO:0006839),1/56,0.429227629,0.515745086,0,0,1.81322314,1.533565923,BNIP3
peptidyl-tyrosine modification (GO:0018212),1/56,0.429227629,0.515745086,0,0,1.81322314,1.533565923,ABI2
positive regulation of cellular process (GO:0048522),7/625,0.429484905,0.515745086,0,0,1.131683185,0.956463189,CDC42;EPCAM;PLA2G1B;PDPN;TPM1;ACTN4;THBS1
carboxylic acid transport (GO:0046942),1/57,0.434922749,0.520076045,0,0,1.780753968,1.482632341,SLC38A2
cellular response to peptide (GO:1901653),1/57,0.434922749,0.520076045,0,0,1.780753968,1.482632341,GJA1
regulation of reactive oxygen species metabolic process (GO:2000377),1/57,0.434922749,0.520076045,0,0,1.780753968,1.482632341,THBS1
negative regulation of cell cycle G2/M phase transition (GO:1902750),1/57,0.434922749,0.520076045,0,0,1.780753968,1.482632341,FHL1
positive regulation of cell junction assembly (GO:1901890),1/57,0.434922749,0.520076045,0,0,1.780753968,1.482632341,S100A10
"positive regulation of gene expression, epigenetic (GO:0045815)",1/57,0.434922749,0.520076045,0,0,1.780753968,1.482632341,ACTB
regulation of G2/M transition of mitotic cell cycle (GO:0010389),2/149,0.437726269,0.523061405,0,0,1.357367312,1.121404641,TUBA1A;FHL1
anterograde trans-synaptic signaling (GO:0098916),3/244,0.4387616,0.523931161,0,0,1.242272843,1.023383207,PMP22;SLC1A3;CALM1
cellular iron ion homeostasis (GO:0006879),1/58,0.440561326,0.525343947,0,0,1.749424065,1.434012745,SLC40A1
negative regulation of neuron projection development (GO:0010977),1/58,0.440561326,0.525343947,0,0,1.749424065,1.434012745,STMN2
response to reactive oxygen species (GO:0000302),1/59,0.446143919,0.531628838,0,0,1.719174504,1.387569278,TPM1
positive regulation of multicellular organismal process (GO:0051240),4/345,0.450061706,0.535922534,0,0,1.170614332,0.934584045,GJA1;GLIPR2;PDPN;ENO1
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),1/60,0.451671081,0.536713753,0,0,1.689950351,1.343174333,FLNA
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156),1/60,0.451671081,0.536713753,0,0,1.689950351,1.343174333,EMB
ribonucleoprotein complex biogenesis (GO:0022613),1/60,0.451671081,0.536713753,0,0,1.689950351,1.343174333,CUL4B
positive regulation of protein kinase activity (GO:0045860),2/154,0.454478372,0.539673273,0,0,1.312383115,1.034951824,CALM1;CLU
B cell differentiation (GO:0030183),1/61,0.457143359,0.540577574,0,0,1.661700337,1.300709633,KLF6
regulation of endocytosis (GO:0030100),1/61,0.457143359,0.540577574,0,0,1.661700337,1.300709633,GPC3
response to light stimulus (GO:0009416),1/61,0.457143359,0.540577574,0,0,1.661700337,1.300709633,PCLAF
iron ion homeostasis (GO:0055072),1/61,0.457143359,0.540577574,0,0,1.661700337,1.300709633,SLC40A1
negative regulation of response to stimulus (GO:0048585),1/61,0.457143359,0.540577574,0,0,1.661700337,1.300709633,CLU
pattern recognition receptor signaling pathway (GO:0002221),1/61,0.457143359,0.540577574,0,0,1.661700337,1.300709633,HSP90B1
positive regulation of NF-kappaB transcription factor activity (GO:0051092),2/155,0.457794723,0.540972406,0,0,1.303739093,1.018656198,PLA2G1B;CLU
regulation of canonical Wnt signaling pathway (GO:0060828),3/253,0.462119052,0.545470206,0,0,1.197,0.924003482,CTNND1;GPC3;GLI3
regulation of neurogenesis (GO:0050767),1/62,0.462561296,0.545470206,0,0,1.634376552,1.260065423,LRP2
positive regulation of cysteine-type endopeptidase activity (GO:2001056),1/62,0.462561296,0.545470206,0,0,1.634376552,1.260065423,PERP
mitotic spindle organization (GO:0007052),2/157,0.464392527,0.547250945,0,0,1.286785656,0.986996923,STAG2;FLNA
cellular response to growth factor stimulus (GO:0071363),2/158,0.467673787,0.548757694,0,0,1.278471951,0.971618564,STMN2;LRP2
cellular response to starvation (GO:0009267),2/158,0.467673787,0.548757694,0,0,1.278471951,0.971618564,IMPACT;HSPA5
cell cycle G1/S phase transition (GO:0044843),1/63,0.467925428,0.548757694,0,0,1.607934181,1.221139724,CUL4B
monocarboxylic acid biosynthetic process (GO:0072330),1/63,0.467925428,0.548757694,0,0,1.607934181,1.221139724,PLA2G1B
organonitrogen compound catabolic process (GO:1901565),1/63,0.467925428,0.548757694,0,0,1.607934181,1.221139724,CLN6
positive regulation of DNA metabolic process (GO:0051054),1/63,0.467925428,0.548757694,0,0,1.607934181,1.221139724,DNMT3L
positive regulation of viral process (GO:0048524),1/63,0.467925428,0.548757694,0,0,1.607934181,1.221139724,LARP1
response to lipopolysaccharide (GO:0032496),2/159,0.47094316,0.551916881,0,0,1.270264153,0.956531609,NOCT;FOXP1
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),1/64,0.473236288,0.55308274,0,0,1.582331249,1.183837681,PLA2G1B
regulation of cellular ketone metabolic process (GO:0010565),1/64,0.473236288,0.55308274,0,0,1.582331249,1.183837681,ODC1
negative regulation of cell cycle process (GO:0010948),1/64,0.473236288,0.55308274,0,0,1.582331249,1.183837681,CBX5
plasma membrane organization (GO:0007009),1/64,0.473236288,0.55308274,0,0,1.582331249,1.183837681,MYH9
cellular response to type I interferon (GO:0071357),1/65,0.478494401,0.557316787,0,0,1.557528409,1.148070963,GBP2
regulation of RNA metabolic process (GO:0051252),1/65,0.478494401,0.557316787,0,0,1.557528409,1.148070963,ESRP1
inorganic anion transmembrane transport (GO:0098661),1/65,0.478494401,0.557316787,0,0,1.557528409,1.148070963,SLC1A3
type I interferon signaling pathway (GO:0060337),1/65,0.478494401,0.557316787,0,0,1.557528409,1.148070963,GBP2
mitotic G1 DNA damage checkpoint signaling (GO:0031571),1/65,0.478494401,0.557316787,0,0,1.557528409,1.148070963,SFN
cellular component disassembly (GO:0022411),1/66,0.483700289,0.561079165,0,0,1.533488733,1.113757227,CAPN2
embryonic organ development (GO:0048568),1/66,0.483700289,0.561079165,0,0,1.533488733,1.113757227,GLI3
regulation of protein localization (GO:0032880),1/66,0.483700289,0.561079165,0,0,1.533488733,1.113757227,AFDN
ERBB signaling pathway (GO:0038127),1/66,0.483700289,0.561079165,0,0,1.533488733,1.113757227,BRAF
extracellular matrix disassembly (GO:0022617),1/66,0.483700289,0.561079165,0,0,1.533488733,1.113757227,CAPN2
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),1/66,0.483700289,0.561079165,0,0,1.533488733,1.113757227,FHL1
protein N-linked glycosylation (GO:0006487),1/67,0.488854469,0.565134338,0,0,1.510177533,1.080819629,GFPT2
anion transmembrane transport (GO:0098656),1/67,0.488854469,0.565134338,0,0,1.510177533,1.080819629,SLC1A3
regulation of gene silencing by miRNA (GO:0060964),1/67,0.488854469,0.565134338,0,0,1.510177533,1.080819629,POM121
regulation of viral genome replication (GO:0045069),1/67,0.488854469,0.565134338,0,0,1.510177533,1.080819629,LARP1
vascular endothelial growth factor receptor signaling pathway (GO:0048010),1/67,0.488854469,0.565134338,0,0,1.510177533,1.080819629,CDC42
regulation of neuron projection development (GO:0010975),2/165,0.490305019,0.566043193,0,0,1.22313226,0.871760112,ABI2;STMN2
negative regulation of canonical Wnt signaling pathway (GO:0090090),2/165,0.490305019,0.566043193,0,0,1.22313226,0.871760112,CTNND1;GLI3
regulation of MAPK cascade (GO:0043408),2/166,0.49348886,0.568718578,0,0,1.215612232,0.858532208,SPRED1;YWHAZ
regulation of myeloid cell differentiation (GO:0045637),1/68,0.49395745,0.568718578,0,0,1.487562189,1.049186387,THBS1
regulation of tyrosine phosphorylation of STAT protein (GO:0042509),1/68,0.49395745,0.568718578,0,0,1.487562189,1.049186387,INPP5F
interferon-gamma-mediated signaling pathway (GO:0060333),1/68,0.49395745,0.568718578,0,0,1.487562189,1.049186387,GBP2
cell chemotaxis (GO:0060326),1/69,0.499009739,0.572986925,0,0,1.465612002,1.018790381,PARVA
cellular response to calcium ion (GO:0071277),1/69,0.499009739,0.572986925,0,0,1.465612002,1.018790381,BRAF
RNA 3'-end processing (GO:0031123),1/69,0.499009739,0.572986925,0,0,1.465612002,1.018790381,LIN28A
peptidyl-tyrosine phosphorylation (GO:0018108),1/69,0.499009739,0.572986925,0,0,1.465612002,1.018790381,ABI2
"DNA-templated transcription, initiation (GO:0006352)",2/168,0.499818919,0.573529587,0,0,1.200843985,0.832796602,NR6A1;CAVIN1
cellular response to light stimulus (GO:0071482),1/70,0.504011838,0.576787221,0,0,1.444298053,0.989568788,NEDD4
"DNA-templated transcription, termination (GO:0006353)",1/70,0.504011838,0.576787221,0,0,1.444298053,0.989568788,CAVIN1
regulation of plasma membrane bounded cell projection assembly (GO:0120032),1/70,0.504011838,0.576787221,0,0,1.444298053,0.989568788,CDC42
neutrophil chemotaxis (GO:0030593),1/70,0.504011838,0.576787221,0,0,1.444298053,0.989568788,PLA2G1B
regulation of glycolytic process (GO:0006110),1/71,0.508964242,0.5805054,0,0,1.423593074,0.961462755,POM121
cholesterol homeostasis (GO:0042632),1/71,0.508964242,0.5805054,0,0,1.423593074,0.961462755,SOAT1
fatty acid biosynthetic process (GO:0006633),1/71,0.508964242,0.5805054,0,0,1.423593074,0.961462755,PLA2G1B
regulation of TOR signaling (GO:0032006),1/71,0.508964242,0.5805054,0,0,1.423593074,0.961462755,LIN28A
phosphatidylinositol-mediated signaling (GO:0048015),1/71,0.508964242,0.5805054,0,0,1.423593074,0.961462755,INPP5F
positive regulation of ERK1 and ERK2 cascade (GO:0070374),2/172,0.512326752,0.583949689,0,0,1.172349955,0.784059058,GLIPR2;BRAF
cytoskeleton-dependent cytokinesis (GO:0061640),1/72,0.513867442,0.584142843,0,0,1.403471333,0.934417097,MYH10
sterol homeostasis (GO:0055092),1/72,0.513867442,0.584142843,0,0,1.403471333,0.934417097,SOAT1
negative regulation of epithelial cell proliferation (GO:0050680),1/72,0.513867442,0.584142843,0,0,1.403471333,0.934417097,THBS1
positive regulation of neurogenesis (GO:0050769),1/72,0.513867442,0.584142843,0,0,1.403471333,0.934417097,LRP2
neuron differentiation (GO:0030182),2/174,0.518503594,0.588483463,0,0,1.158599929,0.760978074,ID2;ACSL4
granulocyte chemotaxis (GO:0071621),1/73,0.518721925,0.588483463,0,0,1.38390853,0.908380023,PLA2G1B
transcription-coupled nucleotide-excision repair (GO:0006283),1/73,0.518721925,0.588483463,0,0,1.38390853,0.908380023,CUL4B
negative regulation of cell population proliferation (GO:0008285),4/379,0.522873802,0.592752164,0,0,1.062618803,0.689018122,COL18A1;PDPN;ARID2;PTPN14
cellular response to amino acid starvation (GO:0034198),1/74,0.523528173,0.592752164,0,0,1.364881694,0.883302888,IMPACT
regulation of peptide hormone secretion (GO:0090276),1/74,0.523528173,0.592752164,0,0,1.364881694,0.883302888,SLC2A1
cellular response to cytokine stimulus (GO:0071345),5/482,0.525474926,0.594561271,0,0,1.044111608,0.671836541,GBP2;F3;YWHAZ;PTPN14;HSP90B1
glycerophospholipid biosynthetic process (GO:0046474),2/177,0.527671348,0.596159253,0,0,1.138564177,0.727863169,INPP5F;PLA2G1B
positive regulation of developmental process (GO:0051094),2/177,0.527671348,0.596159253,0,0,1.138564177,0.727863169,GJA1;BNIP3
nucleic acid phosphodiester bond hydrolysis (GO:0090305),1/75,0.528286662,0.596159253,0,0,1.346369096,0.859139961,CUL4B
positive regulation of immune response (GO:0050778),1/75,0.528286662,0.596159253,0,0,1.346369096,0.859139961,PLA2G1B
negative regulation of immune response (GO:0050777),2/178,0.53070108,0.598487518,0,0,1.132037379,0.717209475,MYH9;ENPP3
chloride transport (GO:0006821),1/76,0.532997865,0.599886633,0,0,1.328350168,0.835848218,SLC1A3
RNA transport (GO:0050658),1/76,0.532997865,0.599886633,0,0,1.328350168,0.835848218,POM121
positive regulation of growth (GO:0045927),1/76,0.532997865,0.599886633,0,0,1.328350168,0.835848218,CDC42
regulation of immune response (GO:0050776),2/179,0.533717647,0.599904269,0,0,1.12558433,0.706741265,PLA2G1B;FOXP1
RNA processing (GO:0006396),2/179,0.533717647,0.599904269,0,0,1.12558433,0.706741265,LIN28A;RBMS1
positive regulation of cellular biosynthetic process (GO:0031328),2/180,0.536721012,0.601955632,0,0,1.119203787,0.696454607,CLU;THBS1
neutrophil migration (GO:1990266),1/77,0.537662249,0.601955632,0,0,1.310805423,0.81338715,PLA2G1B
phosphatidylcholine metabolic process (GO:0046470),1/77,0.537662249,0.601955632,0,0,1.310805423,0.81338715,PLA2G1B
positive regulation of endothelial cell proliferation (GO:0001938),1/77,0.537662249,0.601955632,0,0,1.310805423,0.81338715,F3
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068),1/77,0.537662249,0.601955632,0,0,1.310805423,0.81338715,NEDD4
positive regulation of type I interferon production (GO:0032481),1/77,0.537662249,0.601955632,0,0,1.310805423,0.81338715,LRRFIP1
